"カード名","マナコスト","タイプ","テキスト","オラクル","Ｐ／Ｔ","忠誠度","フレーバ","イラスト","セット等","再録"
"予言のプリズム/Prophetic Prism （よげんのぷりずむ） ","(２)","アーティファクト ","予言のプリズムが戦場に出たとき、カードを１枚引く。(１),(Ｔ)：あなたのマナ・プールに好きな色１色のマナ１点を加える。","When Prophetic Prism enters the battlefield, draw a card.{1}, {T}: Add one mana of any color to your mana pool.",-,-,,"Noah Bradley","コモン, カラデシュ (229/264) ","KLD GTC ROE CMD "
"改革派の貨物車/Renegade Freighter （かいかくはのかもつしゃ） ","(３)","アーティファクト — 機体(Vehicle) ","改革派の貨物車が攻撃するたび、ターン終了時まで、これは+1/+1の修整を受けるとともにトランプルを得る。搭乗２（あなたがコントロールする望む数のクリーチャーを、パワーの合計が２以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","Whenever Renegade Freighter attacks, it gets +1/+1 and gains trample until end of turn.Crew 2 （Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.）",4/3,-,,Izzy,"コモン, カラデシュ (230/264) ",-
"屑鉄場のたかり屋/Scrapheap Scrounger （くずてつじょうのたかりや） ","(２)","アーティファクト・クリーチャー — 構築物(Construct) ","屑鉄場のたかり屋ではブロックできない。(１)(黒),あなたの墓地から他のクリーチャー・カード１枚を追放する：あなたの墓地から屑鉄場のたかり屋を戦場に戻す。","Scrapheap Scrounger can't block.{1}{B}, Exile another creature card from your graveyard: Return Scrapheap Scrounger from your graveyard to the battlefield.",3/2,-,,"Jason A. Engle","レア, カラデシュ (231/264) ",-
"自己組立機械/Self-Assembler （じこくみたてきかい） ","(５)","アーティファクト・クリーチャー — 組立作業員(Assembly-Worker) ","自己組立機械が戦場に出たとき、あなたはあなたのライブラリーから組立作業員(Assembly-Worker)クリーチャー・カード１枚を探してもよい。そうしたなら、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。","When Self-Assembler enters the battlefield, you may search your library for an Assembly-Worker creature card, reveal it, put it into your hand, then shuffle your library.",4/4,-,,"Noah Bradley","コモン, カラデシュ (232/264) ",-
"航空艇/Sky Skiff （こうくうてい） ","(２)","アーティファクト — 機体(Vehicle) ","飛行搭乗１（あなたがコントロールする望む数のクリーチャーを、パワーの合計が１以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","FlyingCrew 1 （Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.）",2/3,-,,"Richard Wright","コモン, カラデシュ (233/264) ",-
"領事の旗艦、スカイソブリン/Skysovereign, Consul Flagship （りょうじのきかんすかいそぶりん） ","(５)","伝説のアーティファクト — 機体(Vehicle) ","飛行領事の旗艦、スカイソブリンが戦場に出るか攻撃するたび、対戦相手がコントロールするクリーチャー１体かプレインズウォーカー１体を対象とする。領事の旗艦、スカイソブリンはそれに３点のダメージを与える。搭乗３（あなたがコントロールする望む数のクリーチャーを、パワーの合計が３以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","FlyingWhenever Skysovereign, Consul Flagship enters the battlefield or attacks, it deals 3 damage to target creature or planeswalker an opponent controls.Crew 3 （Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.）",6/5,-,,"Jung Park","神話レア, カラデシュ (234/264) ",-
"密輸人の回転翼機/Smuggler's Copter （みつゆにんのかいてんよくき） ","(２)","アーティファクト — 機体(Vehicle) ","飛行密輸人の回転翼機が攻撃かブロックするたび、あなたはカードを１枚引いてもよい。そうしたなら、カード１枚を捨てる。搭乗１（あなたがコントロールする望む数のクリーチャーを、パワーの合計が１以上になるように選んでタップする：ターン終了時まで、この機体(Vehicle)はアーティファクト・クリーチャーになる。）","FlyingWhenever Smuggler's Copter attacks or blocks, you may draw a card. If you do, discard a card.Crew 1 （Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.）",3/3,-,,"Florian de Gesincourt","レア, カラデシュ (235/264) ",-
"捕獲飛行機械/Snare Thopter （ほかくひこうきかい） ","(４)","アーティファクト・クリーチャー — 飛行機械(Thopter) ","飛行、速攻","Flying, haste",3/2,-,,"John Avon","アンコモン, カラデシュ (236/264) ",-
"放射篭手/Torch Gauntlet （ほうしゃこて） ","(２)","アーティファクト — 装備品(Equipment) ","装備しているクリーチャーは+2/+0の修整を受ける。装備(２)（(２)：あなたがコントロールするクリーチャー１体を対象とし、それにつける。装備はソーサリーとしてのみ行う。）","Equipped creature gets +2/+0.Equip {2} （{2}: Attach to target creature you control. Equip only as a sorcery.）",-,-,,"Igor Kieryluk","コモン, カラデシュ (237/264) ",-
"速接会のオオトカゲ/Weldfast Monitor （そくせつかいのおおとかげ） ","(３)","アーティファクト・クリーチャー — トカゲ(Lizard) ","(赤)：ターン終了時まで、速接会のオオトカゲは威迫を得る。","{R}: Weldfast Monitor gains menace until end of turn.",3/2,-,,"Jakub Kasper","コモン, カラデシュ (238/264) ",-
"つむじ風製造機/Whirlermaker （つむじかぜせいぞうき） ","(３)","アーティファクト ","(４),(Ｔ)：飛行を持つ無色の1/1の飛行機械(Thopter)アーティファクト・クリーチャー・トークンを１体生成する。","{4}, {T}: Create a 1/1 colorless Thopter artifact creature token with flying.",-,-,,"Victor Adame Minguez","アンコモン, カラデシュ (239/264) ",-
"織木師の組細工/Woodweaver's Puzzleknot （しょくもくしのくみざいく） ","(２)","アーティファクト ","織木師の組細工が戦場に出たとき、あなたは３点のライフを得て、(Ｅ)(Ｅ)(Ｅ)（エネルギー・カウンター３個）を得る。(２)(緑),織木師の組細工を生け贄に捧げる：あなたは３点のライフを得て、(Ｅ)(Ｅ)(Ｅ)を得る。","When Woodweaver's Puzzleknot enters the battlefield, you gain 3 life and get {E}{E}{E} (three energy counters).{2}{G}, Sacrifice Woodweaver's Puzzleknot: You gain 3 life and get {E}{E}{E}.",-,-,,"Volkan Baga","コモン, カラデシュ (240/264) ",-
"作業場の助手/Workshop Assistant （さぎょうじょうのじょしゅ） ","(３)","アーティファクト・クリーチャー — 構築物(Construct) ","作業場の助手が死亡したとき、あなたの墓地から他のアーティファクト・カード１枚を対象とし、それをあなたの手札に戻す。","When Workshop Assistant dies, return another target artifact card from your graveyard to your hand.",1/2,-,,"Victor Adame Minguez","コモン, カラデシュ (241/264) ",-
"霊気拠点/Aether Hub （れいききょてん） ",,"土地 ","霊気拠点が戦場に出たとき、あなたは(Ｅ)（エネルギー・カウンター１個）を得る。(Ｔ)：あなたのマナ・プールに(◇)を加える。(Ｔ),(Ｅ)を支払う：あなたのマナ・プールに、好きな色１色のマナ１点を加える。","When Aether Hub enters the battlefield, you get {E} (an energy counter).{T}: Add {C} to your mana pool.{T}, Pay {E}: Add one mana of any color to your mana pool.",-,-,,"Sam Burley","アンコモン, カラデシュ (242/264) ",-
"花盛りの湿地/Blooming Marsh （はなざかりのしっち） ",,"土地 ","あなたがコントロールしている他の土地が３つ以上であるかぎり、花盛りの湿地はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(黒)か(緑)を加える。","Blooming Marsh enters the battlefield tapped unless you control two or fewer other lands.{T}: Add {B} or {G} to your mana pool.",-,-,,"Adam Paquette","レア, カラデシュ (243/264) ",-
"植物の聖域/Botanical Sanctum （しょくぶつのせいいき） ",,"土地 ","あなたがコントロールしている他の土地が３つ以上であるかぎり、植物の聖域はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(青)を加える。","Botanical Sanctum enters the battlefield tapped unless you control two or fewer other lands.{T}: Add {G} or {U} to your mana pool.",-,-,,"Christine Choi","レア, カラデシュ (244/264) ",-
"秘密の中庭/Concealed Courtyard （ひみつのなかにわ） ",,"土地 ","あなたがコントロールしている他の土地が３つ以上であるかぎり、秘密の中庭はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(白)か(黒)を加える。","Concealed Courtyard enters the battlefield tapped unless you control two or fewer other lands.{T}: Add {W} or {B} to your mana pool.",-,-,,"Jung Park","レア, カラデシュ (245/264) ",-
"感動的な眺望所/Inspiring Vantage （かんどうてきなちょうぼうしょ） ",,"土地 ","あなたがコントロールしている他の土地が３つ以上であるかぎり、感動的な眺望所はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(白)を加える。","Inspiring Vantage enters the battlefield tapped unless you control two or fewer other lands.{T}: Add {R} or {W} to your mana pool.",-,-,,"Jonas De Ro","レア, カラデシュ (246/264) ",-
"発明博覧会/Inventors' Fair （はつめいはくらんかい） ",,"伝説の土地 ","あなたのアップキープの開始時に、あなたがアーティファクトを３つ以上コントロールしている場合、あなたは１点のライフを得る。(Ｔ)：あなたのマナ・プールに(◇)を加える。(４),(Ｔ),発明博覧会を生け贄に捧げる：あなたのライブラリーからアーティファクト・カード１枚を探し、それを公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。この能力は、あなたがアーティファクトを３つ以上コントロールしているときにのみ起動できる。","At the beginning of your upkeep, if you control three or more artifacts, you gain 1 life.{T}: Add {C} to your mana pool.{4}, {T}, Sacrifice Inventors' Fair: Search your library for an artifact card, reveal it, put it into your hand, then shuffle your library. Activate this ability only if you control three or more artifacts.",-,-,,"Jonas De Ro","レア, カラデシュ (247/264) ",-
"隔絶した隠し場所/Sequestered Stash （かくぜつしたかくしばしょ） ",,"土地 ","(Ｔ)：あなたのマナ・プールに(◇)を加える。(４),(Ｔ),隔絶した隠し場所を生け贄に捧げる：あなたのライブラリーの一番上からカードを５枚あなたの墓地に置く。その後あなたはあなたの墓地からアーティファクト・カード１枚をあなたのライブラリーの一番上に置いてもよい。","{T}: Add {C} to your mana pool.{4}, {T}, Sacrifice Sequestered Stash: Put the top five cards of your library into your graveyard. Then you may put an artifact card from your graveyard on top of your library.",-,-,,"Yeong-Hao Han","アンコモン, カラデシュ (248/264) ",-
"尖塔断の運河/Spirebluff Canal （せんとうだんのうんが） ",,"土地 ","あなたがコントロールしている他の土地が３つ以上であるかぎり、尖塔断の運河はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(青)か(赤)を加える。","Spirebluff Canal enters the battlefield tapped unless you control two or fewer other lands.{T}: Add {U} or {R} to your mana pool.",-,-,,"Adam Paquette","レア, カラデシュ (249/264) ",-
"平地/Plains （へいち） ",,"基本土地 — 平地(Plains) ","(白)",W,-,-,,"John Avon","基本土地, カラデシュ (250/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR ARC DDE DDQ DDP DDO DDN DDL DDK DDI DDH DDG DDF DDC H09 UNH UGL "
"平地/Plains （へいち） ",,"基本土地 — 平地(Plains) ","(白)",W,-,-,,"John Avon","基本土地, カラデシュ (251/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR ARC DDE DDQ DDP DDO DDN DDL DDK DDI DDH DDG DDF DDC H09 UNH UGL "
"平地/Plains （へいち） ",,"基本土地 — 平地(Plains) ","(白)",W,-,-,,"Clint Cearley","基本土地, カラデシュ (252/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR ARC DDE DDQ DDP DDO DDN DDL DDK DDI DDH DDG DDF DDC H09 UNH UGL "
"島/Island （しま） ",,"基本土地 — 島(Island) ","(青)",U,-,-,,"Yeong-Hao Han","基本土地, カラデシュ (253/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDO DDN DDM DDJ DDI DDH DDF DD2 H09 UNH UGL "
"島/Island （しま） ",,"基本土地 — 島(Island) ","(青)",U,-,-,,"Yeong-Hao Han","基本土地, カラデシュ (254/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDO DDN DDM DDJ DDI DDH DDF DD2 H09 UNH UGL "
"島/Island （しま） ",,"基本土地 — 島(Island) ","(青)",U,-,-,,"Johannes Voss","基本土地, カラデシュ (255/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDO DDN DDM DDJ DDI DDH DDF DD2 H09 UNH UGL "
"沼/Swamp （ぬま） ",,"基本土地 — 沼(Swamp) ","(黒)",B,-,-,,"James Paick","基本土地, カラデシュ (256/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDP DDN DDM DDK DDJ DDH DDD DDC PD3 H09 UNH UGL "
"沼/Swamp （ぬま） ",,"基本土地 — 沼(Swamp) ","(黒)",B,-,-,,"Adam Paquette","基本土地, カラデシュ (257/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDP DDN DDM DDK DDJ DDH DDD DDC PD3 H09 UNH UGL "
"沼/Swamp （ぬま） ",,"基本土地 — 沼(Swamp) ","(黒)",B,-,-,,"Adam Paquette","基本土地, カラデシュ (258/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDQ DDP DDN DDM DDK DDJ DDH DDD DDC PD3 H09 UNH UGL "
"山/Mountain （やま） ",,"基本土地 — 山(Mountain) ",(赤),R,-,-,,"Richard Wright","基本土地, カラデシュ (259/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED ARN 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDN DDL DDK DDJ DDI DDH DDG DD2 EVG PD2 H09 UNH UGL "
"山/Mountain （やま） ",,"基本土地 — 山(Mountain) ",(赤),R,-,-,,"Eytan Zana","基本土地, カラデシュ (260/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED ARN 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDN DDL DDK DDJ DDI DDH DDG DD2 EVG PD2 H09 UNH UGL "
"山/Mountain （やま） ",,"基本土地 — 山(Mountain) ",(赤),R,-,-,,"Eytan Zana","基本土地, カラデシュ (261/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED ARN 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDN DDL DDK DDJ DDI DDH DDG DD2 EVG PD2 H09 UNH UGL "
"森/Forest （もり） ",,"基本土地 — 森(Forest) ","(緑)",G,-,-,,"Christine Choi","基本土地, カラデシュ (262/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDO DDM DDL DDJ DDH DDG DDD EVG H09 UNH UGL "
"森/Forest （もり） ",,"基本土地 — 森(Forest) ","(緑)",G,-,-,,"Christine Choi","基本土地, カラデシュ (263/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDO DDM DDL DDJ DDH DDG DDD EVG H09 UNH UGL "
"森/Forest （もり） ",,"基本土地 — 森(Forest) ","(緑)",G,-,-,,"Chase Stone","基本土地, カラデシュ (264/264) ","KLD SOI BFZ ORI DTK FRF KTK M15 THS M14 RTR M13 AVR ISD M12 NPH MBS SOM M11 ROE ZEN M10 ALA SHM LRW 10E TSP RAV 9ED CHK MRD 8ED ONS ODY 7ED INV MMQ 6ED USG TMP 5ED MIR ICE 4ED 3ED 2ED LEB LEA PTK P02 POR S99 PC2 HOP C15 C14 C13 CMD ME3 MED _BR _BD ARC DDE DDP DDO DDM DDL DDJ DDH DDG DDD EVG H09 UNH UGL "
"紅蓮の俊英、チャンドラ/Chandra, Pyrogenius （ぐれんのしゅんえいちゃんどら） ","(４)(赤)(赤)","プレインズウォーカー — チャンドラ(Chandra) ","[+2]：紅蓮の俊英、チャンドラは各対戦相手にそれぞれ２点のダメージを与える。[-3]：クリーチャー１体を対象とする。紅蓮の俊英、チャンドラはそれに４点のダメージを与える。[-10]：プレイヤー１人を対象とする。紅蓮の俊英、チャンドラはそのプレイヤーとそのプレイヤーがコントロールする各クリーチャーにそれぞれ６点のダメージを与える。","+2: Chandra, Pyrogenius deals 2 damage to each opponent.-3: Chandra, Pyrogenius deals 4 damage to target creature.-10: Chandra, Pyrogenius deals 6 damage to target player and each creature he or she controls.",-,5,,"Jason Rainville","神話レア, カラデシュ (265/264) ",-
"炎の鞭打ち/Flame Lash （ほのおのむちうち） ","(３)(赤)","インスタント ","クリーチャー１体かプレイヤー１人を対象とする。炎の鞭打ちはそれに４点のダメージを与える。","Flame Lash deals 4 damage to target creature or player.",-,-,,"Viktor Titov","コモン, カラデシュ (266/264) ",-
"解き放たれた焔/Liberating Combustion （ときはなたれたほのお） ","(４)(赤)","ソーサリー ","クリーチャー１体を対象とする。解き放たれた焔はそれに６点のダメージを与える。あなたはあなたのライブラリーやあなたの墓地から《紅蓮の俊英、チャンドラ/Chandra, Pyrogenius》という名前のカード１枚を探し、それを公開してあなたの手札に加えてもよい。あなたがこれによりあなたのライブラリーからカードを探したなら、それを切り直す。","Liberating Combustion deals 6 damage to target creature. You may search your library and/or graveyard for a card named Chandra, Pyrogenius, reveal it, and put it into your hand. If you search your library this way, shuffle it.",-,-,,"Lius Lasahido","レア, カラデシュ (267/264) ",-
"改革派の炬火/Renegade Firebrand （かいかくはのきょか） ","(２)(赤)","クリーチャー — 人間(Human)・戦士(Warrior) ","あなたがチャンドラ(Chandra)・プレインズウォーカーをコントロールしているかぎり、改革派の炬火は+1/+0の修整を受けるとともに先制攻撃を持つ。（これは先制攻撃を持たないクリーチャーよりも先に戦闘ダメージを与える。）","As long as you control a Chandra planeswalker, Renegade Firebrand gets +1/+0 and has first strike. （It deals combat damage before creatures without first strike.）",3/2,-,,"John Stanko","アンコモン, カラデシュ (268/264) ",-
"採石場/Stone Quarry （さいせきじょう） ",,"土地 ","採石場はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(赤)か(白)を加える。","Stone Quarry enters the battlefield tapped.{T}: Add {R} or {W} to your mana pool.",-,-,,"Efflam Mercier","コモン, カラデシュ (269/264) ","KLD SOI "
"自然の職工、ニッサ/Nissa, Nature's Artisan （しぜんのしょっこうにっさ） ","(４)(緑)(緑)","プレインズウォーカー — ニッサ(Nissa) ","[+3]：あなたは３点のライフを得る。[-4]：あなたのライブラリーの一番上から２枚のカードを公開する。その中から土地カードをすべて戦場に出し、残りをあなたの手札に加える。[-12]：ターン終了時まで、あなたがコントロールするクリーチャーは+5/+5の修整を受けるとともにトランプルを得る。","+3: You gain 3 life.-4: Reveal the top two cards of your library. Put all land cards from among them onto the battlefield and the rest into your hand.-12: Creatures you control get +5/+5 and gain trample until end of turn.",-,5,,"Willian Murai","神話レア, カラデシュ (270/264) ",-
"大導路の守護者/Guardian of the Great Conduit （だいどうろのしゅごしゃ） ","(３)(緑)","クリーチャー — エレメンタル(Elemental) ","到達（このクリーチャーは飛行を持つクリーチャーをブロックできる。）あなたがニッサ(Nissa)・プレインズウォーカーをコントロールしているかぎり、大導路の守護者は+2/+0の修整を受ける警戒を持つ。（これは攻撃してもタップしない。）","Reach （This creature can block creatures with flying.）As long as you control a Nissa planeswalker, Guardian of the Great Conduit gets +2/+0 and has vigilance. （Attacking doesn't cause it to tap.）",2/4,-,,"Christine Choi","アンコモン, カラデシュ (271/264) ",-
"地形の精霊/Terrain Elemental （ちけいのせいれい） ","(１)(緑)","クリーチャー — エレメンタル(Elemental) ",,,3/2,-,,"Magali Villeneuve","コモン, カラデシュ (272/264) ",-
"新緑の最高潮/Verdant Crescendo （しんりょくのさいこうちょう） ","(３)(緑)","ソーサリー ","あなたのライブラリーから基本土地カード１枚を探し、それをタップ状態で戦場に出す。あなたのライブラリーやあなたの墓地から《自然の職工、ニッサ/Nissa, Nature's Artisan》という名前のカード１枚を探し、それを公開してあなたの手札に加える。その後あなたのライブラリーを切り直す。","Search your library for a basic land card and put it onto the battlefield tapped. Search your library and graveyard for a card named Nissa, Nature's Artisan, reveal it, and put it into your hand. Then shuffle your library.",-,-,,"Zack Stella","レア, カラデシュ (273/264) ",-
"森林地の小川/Woodland Stream （しんりんちのおがわ） ",,"土地 ","森林地の小川はタップ状態で戦場に出る。(Ｔ)：あなたのマナ・プールに(緑)か(青)を加える。","Woodland Stream enters the battlefield tapped.{T}: Add {G} or {U} to your mana pool.",-,-,,"Efflam Mercier","コモン, カラデシュ (274/264) ","KLD SOI "
